join_order;execution_tree;time_total;mem_peak;time_load;mem_load;time_filters;mem_filters;time_joins;mem_joins
// Timestamp 2023-04-17T21:59:32
[1, 0, 18, 10, 6, 20, 2, 19, 7, 11, 14, 16, 12, 15, 17, 5, 13, 9, 8, 4, 3];((((((((it2[s]it2.info[in]['votes'])[X]((n[s]n.gender[in]['m'])[X](((it1[s]it1.info[in]['genres'])[X]((((((ci[s]ci.note[in]['writer', 'head writer', 'written by', 'story', 'story editor'])[X]((((t[s]t.production_year[>]2000)[X]mi_idx)[X](mi[s]mi.info[in]['Horror', 'Thriller']))[X]((k[s]k.keyword[in]['murder', 'violence', 'blood', 'gore', 'death', 'female-nudity', 'hospital'])[X]mk)))[XS]t.id=ci.movie_id[XS]ci.movie_id=mk.movie_id[X]((cct1[s]cct1.kind[in]['cast', 'crew'])[X]((cct2[s]cct2.kind[in]['complete+verified'])[X]cc)))[XS]mk.movie_id=cc.movie_id)[XS]mi_idx.movie_id=mk.movie_id))[XS]ci.movie_id=mi.movie_id[XS]mi_idx.movie_id=cc.movie_id[XS]mi.movie_id=mi_idx.movie_id[XS]ci.movie_id=cc.movie_id[XS]t.id=cc.movie_id[XS]t.id=mk.movie_id;44.230419635772705;1073310483;38.91119718551636;7019226556;42.76654362678528;5256436528;[43.40043902397156, 43.66389226913452, 43.78451347351074, 43.89365553855896, 43.917465925216675, 43.927621841430664, 43.92896795272827, 43.93191838264465, 43.932563066482544, 43.9353506565094, 43.93644833564758, 43.93921971321106, 43.94027900695801, 44.222646713256836, 44.22655749320984, 44.22790241241455, 44.22841811180115, 44.22893571853638, 44.229450702667236, 44.22993850708008, 44.23041749000549];[1073310483, 671762588, 659660127, 427852699, 398455965, 394762228, 384224901, 387957729, 384602250, 384623643, 382845708, 382853129, 382844922, 382855525, 490954, 468589, 449318, 449586, 449726, 449862, 449863]
[1, 0, 18, 10, 6, 20, 2, 19, 7, 11, 14, 16, 12, 15, 17, 5, 13, 9, 8, 4, 3];((((((((it2[s]it2.info[in]['votes'])[X]((n[s]n.gender[in]['m'])[X](((it1[s]it1.info[in]['genres'])[X]((((((ci[s]ci.note[in]['writer', 'head writer', 'written by', 'story', 'story editor'])[X]((((t[s]t.production_year[>]2000)[X]mi_idx)[X](mi[s]mi.info[in]['Horror', 'Thriller']))[X]((k[s]k.keyword[in]['murder', 'violence', 'blood', 'gore', 'death', 'female-nudity', 'hospital'])[X]mk)))[XS]t.id=ci.movie_id[XS]ci.movie_id=mk.movie_id[X]((cct1[s]cct1.kind[in]['cast', 'crew'])[X]((cct2[s]cct2.kind[in]['complete+verified'])[X]cc)))[XS]mk.movie_id=cc.movie_id)[XS]mi_idx.movie_id=mk.movie_id))[XS]ci.movie_id=mi.movie_id[XS]mi_idx.movie_id=cc.movie_id[XS]mi.movie_id=mi_idx.movie_id[XS]ci.movie_id=cc.movie_id[XS]t.id=cc.movie_id[XS]t.id=mk.movie_id;44.78368639945984;1073312758;39.566850423812866;7019226619;43.347599267959595;5256439289;[43.96719026565552, 44.216400146484375, 44.328447580337524, 44.44693922996521, 44.47515392303467, 44.48059058189392, 44.48189067840576, 44.484803438186646, 44.48546075820923, 44.488442182540894, 44.48954701423645, 44.49250054359436, 44.49357295036316, 44.77661895751953, 44.77992510795593, 44.78120732307434, 44.78171920776367, 44.7822151184082, 44.78269982337952, 44.78320240974426, 44.78368425369263];[1073312758, 671764863, 659662402, 427854850, 398458058, 394764321, 384226689, 387959749, 384604270, 384625547, 382848018, 382855033, 382846884, 382857255, 492684, 471534, 452263, 452531, 452671, 452807, 452808]
[1, 0, 18, 10, 6, 20, 2, 19, 7, 11, 14, 16, 12, 15, 17, 5, 13, 9, 8, 4, 3];((((((((it2[s]it2.info[in]['votes'])[X]((n[s]n.gender[in]['m'])[X](((it1[s]it1.info[in]['genres'])[X]((((((ci[s]ci.note[in]['writer', 'head writer', 'written by', 'story', 'story editor'])[X]((((t[s]t.production_year[>]2000)[X]mi_idx)[X](mi[s]mi.info[in]['Horror', 'Thriller']))[X]((k[s]k.keyword[in]['murder', 'violence', 'blood', 'gore', 'death', 'female-nudity', 'hospital'])[X]mk)))[XS]t.id=ci.movie_id[XS]ci.movie_id=mk.movie_id[X]((cct1[s]cct1.kind[in]['cast', 'crew'])[X]((cct2[s]cct2.kind[in]['complete+verified'])[X]cc)))[XS]mk.movie_id=cc.movie_id)[XS]mi_idx.movie_id=mk.movie_id))[XS]ci.movie_id=mi.movie_id[XS]mi_idx.movie_id=cc.movie_id[XS]mi.movie_id=mi_idx.movie_id[XS]ci.movie_id=cc.movie_id[XS]t.id=cc.movie_id[XS]t.id=mk.movie_id;44.0488383769989;1073308898;38.88342070579529;7019226569;42.700541496276855;5256435244;[43.3000226020813, 43.543957471847534, 43.651740312576294, 43.74357771873474, 43.764878273010254, 43.769991636276245, 43.77124500274658, 43.774131298065186, 43.77477741241455, 43.77755427360535, 43.778666734695435, 43.78141522407532, 43.7825026512146, 44.041980028152466, 44.04512596130371, 44.04636311531067, 44.046878814697266, 44.047375202178955, 44.04785871505737, 44.04834580421448, 44.04883599281311];[1073308898, 671761066, 659658605, 427851290, 398454556, 394760819, 384223782, 387956784, 384601247, 384622640, 382845290, 382852479, 382844156, 382854648, 490193, 467535, 448380, 448648, 448788, 448924, 448925]
[1, 0, 18, 10, 6, 20, 2, 19, 7, 11, 14, 16, 12, 15, 17, 5, 13, 9, 8, 4, 3];((((((((it2[s]it2.info[in]['votes'])[X]((n[s]n.gender[in]['m'])[X](((it1[s]it1.info[in]['genres'])[X]((((((ci[s]ci.note[in]['writer', 'head writer', 'written by', 'story', 'story editor'])[X]((((t[s]t.production_year[>]2000)[X]mi_idx)[X](mi[s]mi.info[in]['Horror', 'Thriller']))[X]((k[s]k.keyword[in]['murder', 'violence', 'blood', 'gore', 'death', 'female-nudity', 'hospital'])[X]mk)))[XS]t.id=ci.movie_id[XS]ci.movie_id=mk.movie_id[X]((cct1[s]cct1.kind[in]['cast', 'crew'])[X]((cct2[s]cct2.kind[in]['complete+verified'])[X]cc)))[XS]mk.movie_id=cc.movie_id)[XS]mi_idx.movie_id=mk.movie_id))[XS]ci.movie_id=mi.movie_id[XS]mi_idx.movie_id=cc.movie_id[XS]mi.movie_id=mi_idx.movie_id[XS]ci.movie_id=cc.movie_id[XS]t.id=cc.movie_id[XS]t.id=mk.movie_id;45.03049993515015;1073304894;39.373002767562866;7019224919;43.585095167160034;5256431121;[44.223260164260864, 44.486825466156006, 44.599207162857056, 44.69525718688965, 44.72215414047241, 44.72743558883667, 44.72875142097473, 44.73159456253052, 44.73225235939026, 44.734920024871826, 44.736000776290894, 44.739052057266235, 44.740137815475464, 45.02361083030701, 45.02676033973694, 45.02802324295044, 45.02855134010315, 45.02904438972473, 45.02952718734741, 45.03001666069031, 45.030497550964355];[1073304894, 671756941, 659654480, 427847049, 398450262, 394756525, 384218845, 387952021, 384596542, 384617877, 382839768, 382847073, 382838170, 382848773, 484434, 462472, 443259, 443527, 443667, 443803, 443804]
[1, 0, 18, 10, 6, 20, 2, 19, 7, 11, 14, 16, 12, 15, 17, 5, 13, 9, 8, 4, 3];((((((((it2[s]it2.info[in]['votes'])[X]((n[s]n.gender[in]['m'])[X](((it1[s]it1.info[in]['genres'])[X]((((((ci[s]ci.note[in]['writer', 'head writer', 'written by', 'story', 'story editor'])[X]((((t[s]t.production_year[>]2000)[X]mi_idx)[X](mi[s]mi.info[in]['Horror', 'Thriller']))[X]((k[s]k.keyword[in]['murder', 'violence', 'blood', 'gore', 'death', 'female-nudity', 'hospital'])[X]mk)))[XS]t.id=ci.movie_id[XS]ci.movie_id=mk.movie_id[X]((cct1[s]cct1.kind[in]['cast', 'crew'])[X]((cct2[s]cct2.kind[in]['complete+verified'])[X]cc)))[XS]mk.movie_id=cc.movie_id)[XS]mi_idx.movie_id=mk.movie_id))[XS]ci.movie_id=mi.movie_id[XS]mi_idx.movie_id=cc.movie_id[XS]mi.movie_id=mi_idx.movie_id[XS]ci.movie_id=cc.movie_id[XS]t.id=cc.movie_id[XS]t.id=mk.movie_id;45.49819493293762;1073308107;39.18765354156494;7019225394;43.94910383224487;5256433949;[44.59725618362427, 44.869549036026, 45.00428891181946, 45.1481819152832, 45.171841859817505, 45.17765736579895, 45.17913317680359, 45.18201208114624, 45.1826012134552, 45.18529510498047, 45.18639826774597, 45.18909955024719, 45.19020175933838, 45.49123692512512, 45.49443006515503, 45.495691776275635, 45.4962112903595, 45.49671387672424, 45.497204303741455, 45.49769163131714, 45.49819254875183];[1073308107, 671760275, 659657872, 427850499, 398453717, 394759980, 384223054, 387955940, 384600461, 384621912, 382845079, 382852152, 382844525, 382854896, 490267, 468015, 448802, 449070, 449210, 449346, 449347]
[20, 14, 6, 15, 4, 11, 1, 2, 3, 17, 12, 10, 18, 0, 5, 13, 9, 7, 16, 8, 19];((cct1[s]cct1.kind[in]['cast', 'crew'])[X](((it1[s]it1.info[in]['genres'])[X](((((((k[s]k.keyword[in]['murder', 'violence', 'blood', 'gore', 'death', 'female-nudity', 'hospital'])[X]((((it2[s]it2.info[in]['votes'])[X](((((mi[s]mi.info[in]['Horror', 'Thriller'])[X]((t[s]t.production_year[>]2000)[X](mk[X]((cct2[s]cct2.kind[in]['complete+verified'])[X]cc))))[X]((n[s]n.gender[in]['m'])[X]((ci[s]ci.note[in]['writer', 'head writer', 'written by', 'story', 'story editor'])[X]mi_idx)))[XS]t.id=ci.movie_id[XS]t.id=mk.movie_id)[XS]mi_idx.movie_id=mk.movie_id[XS]mi.movie_id=mk.movie_id)[XS]t.id=mi.movie_id[XS]ci.movie_id=mi.movie_id[XS]mi_idx.movie_id=cc.movie_id[XS]mi.movie_id=mi_idx.movie_id[XS]ci.movie_id=mk.movie_id)[XS]ci.movie_id=cc.movie_id);43.025625705718994;1045801234;38.07678961753845;7019225334;41.916677951812744;5256434346;[41.98455309867859, 42.122920751571655, 42.151240825653076, 42.48815417289734, 42.96932578086853, 42.99256443977356, 43.00481963157654, 43.006134033203125, 43.00671982765198, 43.009588956832886, 43.010674476623535, 43.011208295822144, 43.014113903045654, 43.01522707939148, 43.01575541496277, 43.01626944541931, 43.01680111885071, 43.017313718795776, 43.020275592803955, 43.02188467979431, 43.02562189102173];[884292278, 1045801234, 845765942, 782002399, 510792160, 50428916, 11690326, 473890, 457688, 478648, 470629, 455325, 477472, 469333, 453136, 453272, 453828, 454480, 479005, 469957, 478598]
[20, 14, 6, 15, 4, 11, 1, 2, 3, 17, 12, 10, 18, 0, 5, 13, 9, 7, 16, 8, 19];((cct1[s]cct1.kind[in]['cast', 'crew'])[X](((it1[s]it1.info[in]['genres'])[X](((((((k[s]k.keyword[in]['murder', 'violence', 'blood', 'gore', 'death', 'female-nudity', 'hospital'])[X]((((it2[s]it2.info[in]['votes'])[X](((((mi[s]mi.info[in]['Horror', 'Thriller'])[X]((t[s]t.production_year[>]2000)[X](mk[X]((cct2[s]cct2.kind[in]['complete+verified'])[X]cc))))[X]((n[s]n.gender[in]['m'])[X]((ci[s]ci.note[in]['writer', 'head writer', 'written by', 'story', 'story editor'])[X]mi_idx)))[XS]t.id=ci.movie_id[XS]t.id=mk.movie_id)[XS]mi_idx.movie_id=mk.movie_id[XS]mi.movie_id=mk.movie_id)[XS]t.id=mi.movie_id[XS]ci.movie_id=mi.movie_id[XS]mi_idx.movie_id=cc.movie_id[XS]mi.movie_id=mi_idx.movie_id[XS]ci.movie_id=mk.movie_id)[XS]ci.movie_id=cc.movie_id);43.11980938911438;1045800436;38.277252197265625;7019225541;42.01640510559082;5256433297;[42.080687522888184, 42.21484875679016, 42.24501609802246, 42.596535205841064, 43.06796360015869, 43.08946394920349, 43.101032733917236, 43.10231924057007, 43.10288381576538, 43.105496883392334, 43.10659980773926, 43.10714507102966, 43.109920024871826, 43.111032247543335, 43.111557722091675, 43.112069845199585, 43.11257719993591, 43.11308979988098, 43.115851163864136, 43.116936683654785, 43.11980700492859];[884291181, 1045800436, 845765030, 782001487, 510791132, 50427888, 11689240, 472857, 456597, 477557, 469590, 454112, 476317, 467777, 451638, 451774, 452330, 452982, 477507, 469155, 477448]
[20, 14, 6, 15, 4, 11, 1, 2, 3, 17, 12, 10, 18, 0, 5, 13, 9, 7, 16, 8, 19];((cct1[s]cct1.kind[in]['cast', 'crew'])[X](((it1[s]it1.info[in]['genres'])[X](((((((k[s]k.keyword[in]['murder', 'violence', 'blood', 'gore', 'death', 'female-nudity', 'hospital'])[X]((((it2[s]it2.info[in]['votes'])[X](((((mi[s]mi.info[in]['Horror', 'Thriller'])[X]((t[s]t.production_year[>]2000)[X](mk[X]((cct2[s]cct2.kind[in]['complete+verified'])[X]cc))))[X]((n[s]n.gender[in]['m'])[X]((ci[s]ci.note[in]['writer', 'head writer', 'written by', 'story', 'story editor'])[X]mi_idx)))[XS]t.id=ci.movie_id[XS]t.id=mk.movie_id)[XS]mi_idx.movie_id=mk.movie_id[XS]mi.movie_id=mk.movie_id)[XS]t.id=mi.movie_id[XS]ci.movie_id=mi.movie_id[XS]mi_idx.movie_id=cc.movie_id[XS]mi.movie_id=mi_idx.movie_id[XS]ci.movie_id=mk.movie_id)[XS]ci.movie_id=cc.movie_id);46.356255769729614;1045803239;41.1768479347229;7019225867;45.218682289123535;5256436759;[45.287824869155884, 45.433005571365356, 45.46323895454407, 45.83929920196533, 46.300819635391235, 46.32464528083801, 46.33739447593689, 46.33867931365967, 46.33924674987793, 46.341890811920166, 46.3429594039917, 46.34350252151489, 46.34633207321167, 46.34741282463074, 46.34794354438782, 46.34846019744873, 46.34897565841675, 46.34949970245361, 46.352259397506714, 46.35334539413452, 46.356253147125244];[884294368, 1045803239, 845767711, 782004168, 510793929, 50430743, 11692095, 475893, 459459, 480361, 472110, 456806, 479127, 470176, 454037, 454173, 454729, 455381, 479964, 471438, 479847]
[20, 14, 6, 15, 4, 11, 1, 2, 3, 17, 12, 10, 18, 0, 5, 13, 9, 7, 16, 8, 19];((cct1[s]cct1.kind[in]['cast', 'crew'])[X](((it1[s]it1.info[in]['genres'])[X](((((((k[s]k.keyword[in]['murder', 'violence', 'blood', 'gore', 'death', 'female-nudity', 'hospital'])[X]((((it2[s]it2.info[in]['votes'])[X](((((mi[s]mi.info[in]['Horror', 'Thriller'])[X]((t[s]t.production_year[>]2000)[X](mk[X]((cct2[s]cct2.kind[in]['complete+verified'])[X]cc))))[X]((n[s]n.gender[in]['m'])[X]((ci[s]ci.note[in]['writer', 'head writer', 'written by', 'story', 'story editor'])[X]mi_idx)))[XS]t.id=ci.movie_id[XS]t.id=mk.movie_id)[XS]mi_idx.movie_id=mk.movie_id[XS]mi.movie_id=mk.movie_id)[XS]t.id=mi.movie_id[XS]ci.movie_id=mi.movie_id[XS]mi_idx.movie_id=cc.movie_id[XS]mi.movie_id=mi_idx.movie_id[XS]ci.movie_id=mk.movie_id)[XS]ci.movie_id=cc.movie_id);43.9274480342865;1045802809;39.38739848136902;7019226200;42.846837759017944;5256436475;[42.91200065612793, 43.04365038871765, 43.07352566719055, 43.41890835762024, 43.876150369644165, 43.89859175682068, 43.90860939025879, 43.9099006652832, 43.91046380996704, 43.913126945495605, 43.914194107055664, 43.91473364830017, 43.91751527786255, 43.918591022491455, 43.919119119644165, 43.919631481170654, 43.920140743255615, 43.920653343200684, 43.923426151275635, 43.924527406692505, 43.92744565010071];[884294301, 1045802809, 845767575, 782004032, 510793793, 50430607, 11692017, 476337, 460019, 481037, 473714, 458120, 480325, 471548, 455409, 455545, 456101, 456753, 481394, 473390, 481799]
